R1       R2       R3        t1       image height R4       R5       R6         t2     image width   R7        R8        R9        t3      focal length depth     depth
World 좌표계 -> [X, Y, Z], NPY 파일의 좌표 순서 -> [-Y, X, Z]

0.113624,0.993043,0.030921,-0.015715,1080.000000,0.993372,-0.113007,-0.021017,2.193914,1920.000000,-0.017377,0.033104,-0.999301,-0.224660,2050.511649,2.919040,3.996735
0.110642,0.993177,0.036845,-0.012955,1080.000000,0.993754,-0.110012,-0.018694,2.142734,1920.000000,-0.014513,0.038683,-0.999146,-0.212412,2050.511649,2.900635,4.037162
0.096357,0.994139,0.049017,-0.017347,1080.000000,0.994732,-0.094450,-0.039846,1.970204,1920.000000,-0.034982,0.052598,-0.998003,-0.157088,2050.511649,2.895986,3.979890
0.109952,0.993440,0.031433,-0.050430,1080.000000,0.992410,-0.107976,-0.058851,1.777949,1920.000000,-0.055071,0.037665,-0.997772,-0.121063,2050.511649,2.944114,3.935669
0.110603,0.993597,0.023045,-0.044052,1080.000000,0.992872,-0.109426,-0.047244,1.690841,1920.000000,-0.044420,0.028106,-0.998618,-0.117348,2050.511649,2.904567,3.935442
0.119247,0.992842,-0.006779,-0.029185,1080.000000,0.992311,-0.119405,-0.032579,1.500676,1920.000000,-0.033155,-0.002842,-0.999446,-0.089848,2050.511649,3.194163,3.872496
0.119329,0.992192,-0.036259,0.031675,1080.000000,0.991352,-0.121077,-0.050610,1.268580,1920.000000,-0.054605,-0.029906,-0.998060,-0.042522,2050.511649,3.210471,3.925191
0.110614,0.993361,-0.031596,0.077613,1080.000000,0.992078,-0.112264,-0.056372,1.163267,1920.000000,-0.059545,-0.025110,-0.997910,-0.027257,2050.511649,3.104480,3.927557
0.100078,0.994582,-0.028117,0.092049,1080.000000,0.993300,-0.101511,-0.055235,0.947520,1920.000000,-0.057790,-0.022401,-0.998077,0.001389,2050.511649,3.057429,3.813856
0.089638,0.995913,-0.011025,0.088471,1080.000000,0.994616,-0.090088,-0.051221,0.730549,1920.000000,-0.052005,-0.006374,-0.998626,0.030704,2050.511649,3.049635,3.836184
0.088019,0.996088,-0.007820,0.073461,1080.000000,0.994422,-0.088324,-0.057646,0.620565,1920.000000,-0.058111,-0.002702,-0.998306,0.047846,2050.511649,3.032800,3.829586
