R1       R2       R3        t1       image height R4       R5       R6         t2        image width R7        R8        R9        t3       focal length depth     depth
World 좌표계 -> [X, Y, Z], NPY 파일의 좌표 순서 -> [-Y, X, Z]
0.022423,0.989631,-0.141874,-3.679179,3024.000000,0.999121,-0.027209,-0.031888,-1.603792,4032.000000,-0.035418,-0.141034,-0.989371,-0.276802,3260.526333,17.747087,78.257487
0.009118,0.996017,-0.088693,-1.658869,3024.000000,0.999437,-0.011941,-0.031357,-1.609145,4032.000000,-0.032291,-0.088357,-0.995565,-0.242867,3260.526333,18.916925,77.386550
0.002102,0.998847,-0.047967,0.271889,3024.000000,0.999884,-0.002822,-0.014946,-1.466258,4032.000000,-0.015065,-0.047930,-0.998737,-0.155975,3260.526333,18.606921,73.499257
-0.000377,0.998900,0.046894,2.984315,3024.000000,0.999944,0.000873,-0.010546,-1.286917,4032.000000,-0.010576,0.046887,-0.998844,-0.179175,3260.526333,18.351786,68.277877
0.000258,0.998224,0.059575,4.280806,3024.000000,0.999996,-0.000433,0.002927,-0.994454,4032.000000,0.002948,0.059574,-0.998220,0.128002,3260.526333,18.058682,68.633781
-0.005493,0.998668,0.051304,4.712050,3024.000000,0.999985,0.005456,0.000845,-0.214998,4032.000000,0.000564,0.051308,-0.998683,0.059687,3260.526333,18.609665,68.586490
-0.000224,0.999987,-0.005042,2.201386,3024.000000,1.000000,0.000220,-0.000734,-0.292309,4032.000000,-0.000733,-0.005042,-0.999987,-0.137792,3260.526333,18.236303,70.566768
0.000505,0.995619,-0.093499,-0.739537,3024.000000,0.999988,-0.000965,-0.004877,-0.389124,4032.000000,-0.004946,-0.093496,-0.995607,-0.293340,3260.526333,18.721369,77.185633
0.004487,0.986402,-0.164287,-3.022675,3024.000000,0.999981,-0.005139,-0.003545,-0.388695,4032.000000,-0.004341,-0.164268,-0.986406,-0.219315,3260.526333,18.668243,80.002097
0.014240,0.976304,-0.215936,-4.826438,3024.000000,0.999889,-0.014857,-0.001238,-0.369752,4032.000000,-0.004417,-0.215894,-0.976407,0.003067,3260.526333,18.149246,78.811588
0.009514,0.979417,-0.201623,-4.766545,3024.000000,0.999778,-0.005530,0.020316,0.720178,4032.000000,0.018783,-0.201772,-0.979252,-0.171210,3260.526333,17.940743,78.719253
0.005000,0.993270,-0.115712,-1.816845,3024.000000,0.999666,-0.002032,0.025750,0.475278,4032.000000,0.025341,-0.115803,-0.992949,-0.238776,3260.526333,18.446244,76.942297
0.022696,0.999734,0.004066,0.699790,3024.000000,0.999742,-0.022699,0.000803,0.536743,4032.000000,0.000895,0.004047,-0.999991,-0.130510,3260.526333,17.535492,69.892122
0.023011,0.998242,0.054613,2.981616,3024.000000,0.999640,-0.023728,0.012514,0.563161,4032.000000,0.013788,0.054305,-0.998429,0.104673,3260.526333,18.187959,68.241183
0.012425,0.995646,0.092386,4.955475,3024.000000,0.998673,-0.016975,0.048631,0.557679,4032.000000,0.049988,0.091659,-0.994535,0.436470,3260.526333,16.985296,65.221246
0.017037,0.994559,0.102770,5.347479,3024.000000,0.997415,-0.024082,0.067701,1.176813,4032.000000,0.069808,0.101351,-0.992399,0.520124,3260.526333,18.231039,66.825866
0.011037,0.999322,0.035122,3.132524,3024.000000,0.998609,-0.012827,0.051150,1.474793,4032.000000,0.051566,0.034508,-0.998073,0.323181,3260.526333,18.151905,68.776023
-0.015600,0.997162,-0.073648,0.346182,3024.000000,0.998935,0.018742,0.042163,1.501653,4032.000000,0.043424,-0.072912,-0.996393,0.258287,3260.526333,17.861711,75.933688
-0.006081,0.989317,-0.145656,-2.045830,3024.000000,0.998631,0.013576,0.050520,1.695263,4032.000000,0.051958,-0.145149,-0.988045,0.439056,3260.526333,17.211444,77.529656
-0.042716,0.982401,-0.181833,-3.881079,3024.000000,0.997222,0.053040,0.052297,1.736659,4032.000000,0.061021,-0.179094,-0.981938,0.792600,3260.526333,17.542520,76.716141
